"Issue #1-Fall/Summer 2004";"1154448032";"1163180282";"<h2>Issue 1:</h2><ul><li>Premiere issue</li><li>Dated: Fall/ Summer 2004 Vol.1 Issue 1</li><li>Pages: 4 </li></ul><h3>MNN gets an Upgrade:</h3><p>Manhattan Neighborhood Network has dramatically changed its facilities to accommodate to the digital age by changing its editing systems to non- linear editing with iMovie and Final Cut Pro.<br /></p><h3>New Express Studio: </h3><p>MNN has upgraded its express studio to digital. The new express studio includes more space for active shows and robotic cameras.<br /></p><h3>In the Field tips:</h3><p> Read some helpful hints on managing equipment while on the field.<br />Crossword Puzzle: Can you solve the MNN crossword puzzle?</p>"
"Issue #2-Fall/Winter 2004";"1154448234";"1163180285";"<h2>Issue 2:</h2><ul><li>Getting Connected</li><li>Dated: Fall/ Winter 2004-05 Vol.1 Issue 2</li><li>Pages: 4<br /></li></ul><h3>MNN Yahoo Groups: </h3><p>MNN gets connected by activating class yahoo groups, in which current students and former students can communicate with each other about their shows and help each other out in productions.<br /></p><h3>The Hip Hop Drop: </h3><p>Get an inside report on the results of the Hip Hop President campaign. Hear first hand what is to come for the winner and the runner up.<br /></p><h3>Dinner with Cheney: </h3><p>Read the interesting and humorous story about a fellow producer and his encounter with Dick Cheney during the week of the Republican National Convention.<br /></p><h3>Production Updates:</h3><p> Get up to date with the latest changes in the Production Department.<br />Crossword Puzzle and Cartoons<br /></p>"
"Issue #3-Spring 2005";"1154448324";"1163180325";"<h2>Issue 3:</h2><ul><li>Expressing Yourself</li><li>Dated: Spring 2005 Vol. 2 Issue 1</li><li>Pages: 6<br /></li></ul><h3>New Mini Express Studio: </h3><p>MNN introduces the mini express studio, a quick and easy way to have a taped or live show on the air without the complications of technical no how.<br /></p><h3>Putting yourself on the internet: </h3><p>Learn about the world of Vlogging as we pioneer through the new age of placing video on the internet<br /></p><h3>Hip Hop Icon Graces MNN: </h3><p>Read about Hip Hop Icon Fab Five Freddy and his link to Public Access Television.<br /></p><h3>Love is on the Air: </h3><p>New programming on MNN is coming with love as its main theme. Read about what the shows are, who produces them and when you can catch them.<br /></p><h3>TV 80 this year: </h3><p>Celebrate the 80th anniversary of television through this in depth and informational article.<br /></p><h3>Producers Profiles:</h3><p>We take a look into the lives and history of producers who have made an impact through their shows. Profiles include Philip DeJean (Checkerboard Kids) and Jose Santiago (Lefts, Rights and Videotape)<br /></p><h3>Crossword Puzzle, Cartoons: </h3><p>The introduction of Fast Forward and more </p>"
"Hometown Video Awards 2007";"1172005744";"1173185552";"<p>[img_assist|nid=802|title=|desc=|link=none|align=left|width=106|height=84]</p><p>Do you have an MNN video project you&#39;re especially proud of? The <a href=\"http://www.acmhometown.org/\">Hometown Video Awards</a> is a national video festival sponsored by the <a href=\"http://www.alliancecm.org/\">Alliance for Community Media</a> for all community media and public access work.  </p><p>MNN has had many winners in past years and we encourage producers to submit entries.  There are <a href=\"http://www.acmhometown.org/index.php?option=com_content&amp;task=view&amp;id=12&amp;Itemid=48&amp;limit=1&amp;limitstart=4\">numerous categories</a> for entry, as well as an overall excellence category. The awards are presented at the Alliance national convention in June. <br /><br />Entries must have had their first telecast on a local cable access channel on or between January 1, 2006 and December 31, 2006. The deadline is Wed, Mar 28th, 2007 (on the West Coast).</p><p>Producers who want to take advantage of the $40 member entry fee must submit their tapes to MNN by March 19th. Please bring your tapes to the reception desk at MNN&#39;s facilities on 59th street along with a $40 money order and <a href=\"http://www.acmhometown.org/images/stories/PDF/Hometown2007.pdf\" target=\"_blank\">order form</a>. We can only accept money orders for the entry fee.  </p><p>&nbsp;</p><p>The application and other information is available at<a href=\"http://www.acmhometown.org/\" target=\"_blank\" onclick=\"return top.js.OpenExtLink(window,event,this)\"> www.acmhometown.org</a>.</p>"
"Open Invitation to the East Harlem Community: Tuesday, Feb. 27 at 7pm";"1172165599";"1173279494";"[img_assist|nid=785|title=  |desc=|link=none|align=left|width=117|height=100]Manhattan Neighborhood Network  has been in the process of expanding our services by creating a full time uptown facility in East Harlem.  After an extensive architectural, engineering, and environmental assessment of the building, MNN has purchased the Firehouse located East 104th Street and will begin the restoration of this historic building.  <br /><br />Until such renovations are complete, MNN will continue our organizational work in El Barrio from a temporary location at 1699 Lexington Ave between 106th and 107th street.<br /><br />In order to include the Harlem community in envisioning how MNN will become an addition to the cultural work of the neighborhood of El Barrio, MNN will host a series of gatherings.  This is your opportunity to shape what the new facility will offer and for us to answer any questions you might have.<br />           <br /><strong>If you are an East Harlem resident, or your organization services the East Harlem community, join us on Tuesday, February 27, starting at 7pm for our first dialog at the Julia de Burgos Cultural Center, located at 1680 Lexington Ave</strong>.  You can take the 6 train to 103rd or 110th street. If you are interested in attending or would like more information about the event you may call 212-757-2670 x352 or email cmevents@mnn.org<br /><br />Also, read <a href=\"/en/barriolink\">BarrioLink</a>, MNN&#39;s quarterly newsletter for East Harlem residents and community groups. This is your link to MNN updates, community events and highlights from East Harlem producers and their contributions to community media.<br /><br />"
"Free Screening Thur. March 1st: Presented by MNN and the Black Documentary Collective";"1172599363";"1173279330";"<p>[img_assist|nid=448|title=|desc=|link=none|align=left|width=117|height=88]MNN will be co-hosting a community screening this Thursday, March 1st with the <a href=\"http://www.bdcny.net/\">Black Documentary Collective (BDC)</a>. This FREE screening will take place in MNN&#39;s Open Studio and will begin at 6:30pm. </p><p>Julieanna Richardson of <strong>The History Makers</strong> will be flying in from Chicago to make a special presentation about one of the world&#39;s<br />largest archival reserves of historic and contemporary African-American history.</p><p>There will also be a screening of <strong>When The Spirits Dance Mambo</strong> about the sacred West African influence on Cuba&#39;s religion, music, and culture, by Producer and Director of Photography Robert Shepard.</p><p>The screening will be followed by a Q&amp;A with award-winning cinematographer Robert Shepard, who first earned praise for his camera work on the famed series Eyes on the Prize. Since then, he has worked on more than 200 films with such acclaimed directors as Stanley Nelson and Bill Moyers, and won a host of awards with his films airing on almost every television network including HBO, PBS, A&amp;E, and ABC.</p><p>All are welcome to come join us for this special screening. Feel free to spread the word! </p>"
"MNN's New Video Section";"1173800249";"1173800580";"<p>[img_assist|nid=879|title=|desc=|link=none|align=left|width=121|height=110]</p><p>MNN&#39;s new <a href=\"/en/video\">Video Archive</a> is up and running! The section is still in the beginning stages, but we&#39;re adding videos as often as possible. </p>   <p>You&#39;ll find MNN-produced videos from years and months past, including <a href=\"/en/video/youthchannel\">Youth Channel productions</a>, <a href=\"/en/video/how2tv\">How2 TV</a>, and even <a href=\"/en/video/promos\">show promos</a>. <a href=\"/en/video/communitymedia\">Community Media</a> has videos from its <a href=\"/en/video/saveaccess\">Save Access</a> campaign and from pro-immigrant rallies. The <a href=\"/en/video/enespanol\">En Español</a> section highlights videos that are either fully or partially in Spanish. You&#39;ll also find <a href=\"/en/video/mnnclasses\">student projects from MNN classes</a> such as iMovie and Express Studio, and see the diversity of voices producers-in-training are bringing to MNN. </p>  <!--break--> <p>We also have a video aggregator that pulls feeds of MNN videos from Blip.tv and YouTube. To find your videos under <em>MNN on Blip.tv</em> and <em>MNN on YouTube</em>, just tag your videos MNNnyc when you upload them to the video-sharing sites. </p><p>At the bottom of each category (including <a href=\"/en/video\">Main</a>), you&#39;ll find an orange RSS feed button that allows you to subscribe to our video feeds and be notified whenever we add a new video. </p><p>So browse around. Maybe you&#39;ll find a <a href=\"/en/video/short-robot-story\">DIY animation</a>, <a href=\"/en/video/how2-tv-episode-6\">vlogging tutorial</a>, <a href=\"/en/video/mnn-music-video-chuck-stern\">music video</a>, or something else that strikes your fancy. </p>"
"MNN Guerrilla Filmmakers Hip Hop Screening - March 26";"1174941211";"1176308126";"<p> [img_assist|nid=941|title=|desc=|link=none|align=left|width=123|height=94]A film of passion, “The Art of Love and Struggle” profiles twelve amazing women. Artists, singers, emcees, activists, poets and writers who come together in an explosive exploration of feminine creation. Independently minded women with voices that must be heard, each lady brings to the screen her innermost struggles, in an attempt to outline the obstacles that face the female artist. Based in New York City, this journey is narrated by the mystical Smokifantastic, and navigates the challenges of poverty, politics and personal sacrifice. Exploring love, identity and urban culture, our film dives deep into the underground movement of female artistry and features:</p><p>&nbsp;</p><p> •Raqiyah Mays (Executive Editor of the Ave Magazine, Kiss 98.7 FM and Hot 97 DJ) </p><p>•Amanda Diva (MTV2 VJ, Def Poet)<br />• Helena D, Lewis (Def Poet) </p><p>•Claudia Alick (Def Poet)</p><p>• Elizabeth Mendez Berry (VIBE magazine, TIME magazine) </p><p>•Toni Blackman (Recording Artist, Hip Hop Ambassador) </p><p>• Nemesis (Underground Emcee) </p><p>•Denise De La Cruz (Reggae Singer) </p><p>•Vista (Performance artist) </p><p>•Kyana Brindle( Smokin Word Playwright, Poet and Actress) </p><p>• Rosa Clemente (Media Activist and co-founder of National Hip Hop Congress)</p> <p>Performers at screening: Helena, Claudia, Toni. Nemesis, Denise, kyana brindle, the other ladies will be in attendace for the screening.</p> <p>Directed and Produced by Jessica Habie, Eyes Infinite Films.  Edited by Melissa Ulto.   See www.eyesinfinite.com for more info.</p><p>&nbsp;</p><p><strong>FREE FILM SCREENING, Q &amp; A WITH PERFORMANCES BY THE FILM’S ARTISTS &amp; MAKERS<br />MNN OPEN STUDIO, 537 W 59TH STREET, BETWEEN 10TH AND 11TH<br />RSVP TO PROMO@MNN.ORG OR GO TO MNN.ORG FOR MORE INFO.</strong></p>"
"What's New in Video - April 07";"1175725935";"1176307985";"<p>[img_assist|nid=1010|title=|desc=|link=url,http://www.mnn.org/en/node/1016/play|align=left|width=110|height=101]</p><p>&nbsp;</p><p>Seen our new promos and PSAs on TV? Watch and rewatch them in our Video Archive. There is a <a href=\"/en/video/spring-07-promo\">promo that highlights our new shows </a>for Spring, a <a href=\"/en/video/housing-block-promo\">promo for our Housing Block</a> on Thursdays, and even <a href=\"/en/video/be-your-dream-be-mnn-don\">one for the new promo series, &quot;Be Your Dream. Be MNN</a>.&quot; </p><p>Kids understand Save Access...why not Congress? A <a href=\"/en/video/senate-psas\">new PSA features New York kids</a> extolling the virtues of free speech, and encouraging you to contact Chuck and Hilary about Save Access. We also have a <a href=\"/en/video/portugese-save-access-psa\">Save Access PSA in Portuguese.</a></p><p>What&#39;s up at MNN&#39;s Youth Channel? A <a href=\"/en/video/n-word-ps\">PSA produced by the YMIC program</a> explores the controversy behind the notorious &quot;N&quot; word. And during the 2007 Grassroots Media Conference, Youth Channel taught a DIY Animation workshop, where participants made an <a href=\"/en/video/short-robot-story\">animation piece about a heroic street-musician robot</a>. </p><p>Check out these videos and more in our <a href=\"/video\">Video Archive</a>! </p>"
"Did You Know? - Fun Facts About MNN";"1178028367";"1178028622";"<p>[img_assist|nid=1128|title=|desc=|link=none|align=left|width=153|height=100]<em>Our IT director, along with some other members of the staff, just got back from the NAB (National Association of Broadcasters) conference in Las Vegas. A <a href=\"/en/back-nab-las-vegas\">recent entry in the MNN blog</a> highlights some fun facts about MNN gleaned from a week of talking to TV producers and other people from around the world: </em></p><p>Did you know?</p><p>-<strong>That MNN is known worldwide?</strong> Wherever I travel people have heard of MNN and the amazing talent that comes from it (and of the crazy shows on it too). In fact, I just responded to two emails from students in South Korea who were studying public access (MNN is mentioned in textbooks in South Korea!)</p><p>- <strong>That Big Networks like CBS and ESPN are surprised by the amount of content we air.</strong> Seriously. I have talked with people from many of the large networks and they are amazed that with such a small staff we are able to receive, play, and manage the volume of programming that we do. Our Programming staff of just over 10 people handles a flow of 150 pieces of media and the scheduling of over 80 hours of original programming every day! It is a feat that is matched by only a few television stations in the world! </p>  <p>I am proud to go to these conferences to represent and talk about Manhattan Neighborhood Network. The services we provide are unmatched by anyone in the world and how we are able to provide them on our relatively small budget is amazing. What makes MNN really great though is YOU! The producers of MNN provide amazing material that quickly becomes known around the nation and often around the world. </p> <p>We may only cablecast within the borough of Manhattan but the work is known worldwide because we stream live online. You are the reason!</p> <p>Wait.. did you just say you weren&#39;t a producer? What are you waiting for... come in, <a href=\"/producers/new/ilive\">get training and get on air</a>! </p> <p>&nbsp;</p>"
"Apply for a Summer Series! (Deadline: April 27)";"1177433658";"1177433725";"<p>[img_assist|nid=1130|title=|desc=|link=none|align=left|width=89|height=78]Ever dream about having a regularly scheduled show on TV? MNN welcomes any sort of programming you want to make, whether it&#39;s comedy, talk shows, interviews, community issues, or even fitness and cooking shows! </p><p>Apply now through April 27 for a show for the Summer Quarter! </p><p>To apply for a series, submit a <a href=\"/producers/downloads\">Series Timeslot Request form</a> and pilot tape to the Programming Department (Room 205) or the Tape Library. Download and fill out a <a href=\"/node/195\">Proof of Residence form</a> and submit it with a photocopy of your photo ID and proof of residency. Only one tape per series application. These guidelines apply for any quarter that you wish to submit a new series for.</p><!--break--><p>We highly recommend that you submit tapes in Mini-DV and DVCAM, but will still accept VHS until the Winter Quarter. Your program will look and sound better on MiniDV tape. As networks and television stations are going digital, MiniDV will become the standard in video submissions.  MiniDVs are also becoming more affordable. There are many places in Manhattan and online to get affordable DV tapestock with prices comparable to the cost for VHS. Visit <a href=\"http://www.bhphotovideo.com/\">B&amp;H Photo and Video</a>, <a href=\"http://www.jr.com/\">J&amp;R Music and Computer World</a>, or <a href=\"http://www.ecost.com/\">E-Cost</a> for Mini-DVs. </p><p>We look forward to receiving your applications and pilot tapes! <br /></p>"
"RCN Changes MNN Channels";"1178036179";"1178036357";"<p>[img_assist|nid=1157|title=|desc=|link=none|align=left|width=100|height=86]</p><p>&nbsp;</p><p>RCN has just informed us that they are moving all MNN channels down one station, effective immediately.</p><p><strong>Old Channels:  83, 84, 85 , 86</strong></p><p><strong>New Channels:  82, 83, 84, 85 </strong><br /></p><p>There are no changes that affect Time Warner subscribers. <br /></p>"
"Third Labor's Voices Conference";"1178058438";"1179865942";"[img_assist|nid=1151|title=|desc=|link=none|align=left|width=110|height=31]On April 27th and 28th, the MNN&#39;s Community Media department participated in the Third Labor&#39;s Voices Conference. This year&#39;s theme, &quot;Media for a New Worker&#39;s Movement&quot;, gathered labor activists from across the country and the world. MNN was represented by Denisse Andrade and Betty Yu, who had an information table at which they talked about the many ways Community Media could support the various media initiatives labor organizations are setting in motion.  Over 200 people attended the conference.<br /><br />Betty Yu also participated on a panel entitled &quot;Public Access and the New Rank and File Video&quot;, which focused on addressing some of the pending legislation that may affect public interest media and the legistlation&#39;s effects on communities across the country. Betty&#39;s co-panelists included Edward Grant Downie of ALA Local 11, Carl Bryant of Letter Carrriers Today and Howard Kling of UPPNET."
"May 23rd Screening: Community of Media, A Celebration of Public Media in New York City";"1178827746";"1179440113";"<p>[img_assist|nid=1175|title=|desc=|link=none|align=left|width=178|height=125]</p><p><strong>Presented by Third World Newsreel, Manhattan Neighborhood Network and Paper Tiger TV<em> </em><br /></strong></p><p>Wednesday, May 23rd, 6-8</p><p>Anthology Film Archives</p><p>Ticket price: $5</p><p>A Q&amp;A with members of the media organizations will follow the program. </p><p>RSVP to: cmevents@mnn.org </p><p>&nbsp;</p><p>For the past four decades, Third World Newsreel (TWN), Manhattan  Neighborhood Network (MNN) and Paper Tiger TV (PTTV) have provided New  Yorkers with a unique space to voice alternative views on social and  political issues. To celebrate the rich history of public media outlets  in New York City, TWN, MNN and PTTV are coming together for a program entitled  “Community of Media: A Celebration of Public Media in New York City” featuring four documentaries that highlight the role of media and  media organizations on local and national events. <br /> <br />• “No Game”, 17 minutes, 1968 <br />In “No Game”, independent filmmakers present an alternative point of  view to the media coverage of the 1967 March on the Pentagon. This film  is considered the first production of the Newsreel collective, a group  of documentary makers that later became TWN. </p><p><br />• “Homeland Insecurity”, 7 minutes, 2001 <br />Weeks after September 11, 2001, TWN launched the Call to Media Action  project to document the reactions and concerns of underrepresented  communities in New York City after the attack. In “Homeland Insecurity”  Arab Americans, Muslim Americas and South Asian Americans denounce hate  crimes against their communities in the months following September 11. </p><p><br />• “Freeing the Media and Marcos&#39; Message”, 28 minutes, 1997. This documentary highlights the opening panel of the 1997 conference  “Freeing the Media” which was organized by FAIR, the Learning Alliance,  and PTTV. Included is a video message from Subcommandante Marcos in  Chiapas, Mexico, reminding the US independent media community of their  role in international affairs. </p><p><br />• “Public Access at 35: A Journey of Community Media in New York City”,  28 minutes, 2005 <br />“Public Access at 35” tells the history of public access television in  the city and reminds us of the importance of safeguarding public access  television, especially in light of the creeping anti-Access TV  legislation and corporate media conglomeration that permeates the  information exchange here and abroad.</p><p>&nbsp;</p><p>Anthology Archives is located at 32 2nd Avenue at 2nd Street <br /></p>"
"May 16th MNN Screening @ Anthology Film Archives";"1178910957";"1178910957";"<p>[img_assist|nid=1172|title=MNN Presents... Justice Will Be Served|desc=|link=none|align=left|width=131|height=125]May 16th at 6pm, join us for <strong>MNN Presents....Justice Will Be Served</strong>, an evening of short films exposing the underbelly of New York&#39;s restaurant boom.  Find out how food service workers are being mistreated – and fighting back. </p><p>&nbsp;</p><p>The screening (30 minutes) will be followed by a Q&amp;A (30 minutes) with the filmmakers and food service workers currently mobilizing for better working conditions.  <br /><br />Anthology Archives is located at 32 Second Avenue, at Second Street. Take the F/V to 2nd Avenue. <br /><br /><strong>Please RSVP to promo@MNN.org</strong><br /> </p>"
"MNN and ALBA TV: Historic programming exchange May 20th";"1179606249";"1179843314";"<p>[img_assist|nid=1178|title=Watch ALBA TV only on MNN|desc=|link=none|align=left|width=90|height=122]</p><p>&nbsp;</p><p>MNN and ALBA TV, the world&#39;s first international community TV satellite network, will debut a historic programming exchange May 20th, with a special programming block, airing on <strong>MNN&#39;s Channel 67 (RCN 85) on Sunday from</strong> <strong>9-11:30 pm</strong>.  The block will feature programming made by community organizations in Nicaragua, Mexico, Ecuador, and from Latino immigrant communities here in the U.S.   </p><p>The block is in anticipation of the June 2nd launch of the international satellite network, which will air programming created by, for and about communities (including NYC) in more than 11 countries in the Americas. </p><p>For more info, email promo@MNN.org or go to <a href=\"http://www.albatv.org\">albatv.org</a>. </p>"
"Video of Press Conference on New York Legislation, \"Omnibus Telecommunications Reform Act of 2007\"";"1179842792";"1179842792";"<p align=\"center\"><strong>Video of Press Conference on New York Legislation, </strong></p><div align=\"center\"><strong>&quot;Omnibus Telecommunications Reform Act of 2007&quot;</strong></div><p>&nbsp;</p><p>&nbsp;</p><div id=\"blip_movie_content_237784\" align=\"center\"><a href=\"http://blip.tv/file/get/Eisenmen-OmnibusTelecommunicationsReformActOf2007PressConference807.mov\" onclick=\"play_blip_movie_237784(); return false;\"><img src=\"http://blip.tv/file/get/Eisenmen-OmnibusTelecommunicationsReformActOf2007PressConference807.mov.jpg\" border=\"0\" title=\"Click To Play\" /></a><br /><a href=\"http://blip.tv/file/get/Eisenmen-OmnibusTelecommunicationsReformActOf2007PressConference807.mov\" onclick=\"play_blip_movie_237784(); return false;\">Click To Play</a></div>										<div class=\"blip_description\"><br /></div><br /> This state-wide video franchise bill and broadband initiative  bill is sponsored by Assemblyman Brodsky with the support of the CWA. The press conference took place in Albany, NY on May 15th, 2007.  Read the bill online:  <a href=\"http://assembly.state.ny.us/leg/?bn=A03980\" target=\"_blank\">A 3980B</a>. There is a companion bill in the Senate (S 5124).  Video produced by Manhattan Neighborhood Network."
"MNN at Anthology Archives: Screening May 23 at 6pm";"1179933529";"1179933708";"<p>[img_assist|nid=1175|title=|desc=|link=none|align=left|width=143|height=100]</p><p>New York City is one of the most influential centers of alternative media in the United States and the home of numerous community media organizations. For the past four decades, Third World Newsreel (TWN), Manhattan Neighborhood Network (MNN) and Paper Tiger TV (PTTV) have provided New Yorkers with a unique space to voice alternative views on social and political issues, producing documentaries about a variety of topics, including anti-war demonstrations in the 1960s, the role of local media in international affairs and the need to save public access cable. <!--break--><br /> <br /> To celebrate the rich history of public media outlets in New York City, Third World Newsreel, Manhattan Neighborhood Network and Paper Tiger Television present the following program: <br /> <br /> • “No Game”, 17 minutes, 1968 <br /> In “No Game”, independent filmmakers present an alternative point of view to the media coverage of the 1967 March on the Pentagon. This film is considered the first production of the Newsreel collective, a group of documentary makers that later became TWN. <br /> • “Homeland Insecurity”, 7 minutes, 2001 <br /> Weeks after September 11, 2001, TWN launched the Call to Media Action project to document the reactions and concerns of underrepresented communities in New York City about the attack. In “Homeland Insecurity” Arab Americans, Muslim Americas and South Asian Americans denounce hate crimes against their communities in the months following September 11. <br /> • “Freeing the Media and Marcos&#39; Message”, 28 minutes, 1997 <br /> This documentary highlights the opening panel of the 1997 conference “Freeing the Media” which was organized by FAIR, the Learning Alliance, and PTTV. Included is a video message from Subcommandante Marcos in Chiapas, Mexico, reminding the US independent media community of their role in international affairs. <br /> • “Public Access at 35: A Journey of Community Media in New York City”, 28 minutes, 2005 <br /> “Public Access at 35” tells the history of public access television in the city and reminds us of the importance of safeguarding public access television, especially in light of the creeping anti-Access TV legislation and corporate media conglomeration that permeates the information exchange here and abroad. </p><p>Anthology Film Archives - 2nd Avenue and 2nd Street in Lower Manhattan<br /> Trains: F/V to 2nd Ave or 6 to Bleeker St <br /> Cost: $5 <br /> <br /> For more information, or to RSVP, call Community Media at MNN: 212.757.2670 ext 352 or email <a href=\"mailto:cmevents@mnn.org\" target=\"_blank\" onclick=\"return top.js.OpenExtLink(window,event,this)\">cmevents@mnn.org</a><br /> <br /> We look forward to seeing you! <br /></p>"
"Help MNN Help You!";"1180017202";"1180031861";"<p><a href=\"http://www.surveymonkey.com/s.asp?u=284693841561\" target=\"_blank\">[img_assist|nid=403|title=|desc=|link=none|align=left|width=120|height=100]</a></p><p>&nbsp;</p><p>In 2008 MNN will negotiate a franchise agreement between the City Of New York and the companies that provide cable services. This agreement will decide the amount and type of support MNN and the other PEG access services in the city will receive over the next 10 to 20 years. How well we will be able to serve you and the Manhattan community in the coming years will be determined by the success of these negotiations.</p> <p>As MNN prepares to fight for its future, it is vitally important that we have the information we need to be able to negotiate the best agreement possible. Please take a few minutes to fill out the linked survey. It will provide us with valuable information that will assist us in the upcoming negotiations.</p> <h3><a href=\"http://www.surveymonkey.com/s.asp?u=284693841561\" target=\"_blank\">Fill out survey</a></h3><p> PLEASE NOTE: The survey can only be completed ONCE from the same computer. This will help to prevent someone from answering the survey many times, and therefore distorting the results. <br /></p>"
"Help MNN Help You! (spanish)";"1180043613";"1180043677";"<p><a href=\"http://www.surveymonkey.com/s.asp?u=284693841561\" target=\"_blank\">[img_assist|nid=403|title=|desc=|link=none|align=left|width=120|height=100]</a></p><p>&nbsp;</p><p>In 2008 MNN will negotiate a franchise agreement between the City Of New York and the companies that provide cable services. This agreement will decide the amount and type of support MNN and the other PEG access services in the city will receive over the next 10 to 20 years. How well we will be able to serve you and the Manhattan community in the coming years will be determined by the success of these negotiations.</p> <p>As MNN prepares to fight for its future, it is vitally important that we have the information we need to be able to negotiate the best agreement possible. Please take a few minutes to fill out the linked survey. It will provide us with valuable information that will assist us in the upcoming negotiations.</p> <h3><a href=\"http://www.surveymonkey.com/s.asp?u=284693841561\" target=\"_blank\">Fill out survey</a></h3><p> PLEASE NOTE: The survey can only be completed ONCE from the same computer. This will help to prevent someone from answering the survey many times, and therefore distorting the results. <br /></p>"
"Eye Am Screening Tuesday, June 5th at Two Boots";"1180988159";"1181059674";"<p>[img_assist|nid=466|title=|desc=|link=none|align=left|width=158|height=39]The MNN series <strong>Eye Am: Women Behind the Lens</strong> is proud to present a screening on Tuesday, June 5th at 7pm at Two Boots Pioneer Theater. <strong>Not Another&#39;s Fantasy ~ Women Exploring the Self through Fact, Fantasy, and Fiction</strong> features film, video, and animation by Anna van Someren, Lili White, Naomi White, Oriana Fox, Pavitra Chalam, Natalia Surniak, Irina Patkamian, Kristi Ryba, Vanessa Woods, Lani Sciandra, and Maya Weimer. More info on the films <a href=\"/en/eye-am-screening-two-boots\">can be found here</a>. There will also be sneak previews from next season with pieces by Devorah Hill and Annie Novak and Alexis Powell of the Meerkat Media Collective.</p><p>Please join us on June 5th at 7pm. A free pizza and beer reception will follow the screening. Two Boots Pioneer Theater is located at 155 East 3rd St., Manhattan.<strong><br /></strong> </p><p> Visit <a href=\"http://www.twoboots.com/pioneer\" target=\"_blank\">www.twoboots.com/pioneer</a> for tickets! (Advance tickets are recommended.) </p><p>Spread the word! </p>"
"Catch MNN at Uptown Arts Stroll June 2nd";"1180668786";"1180668892";"<p>[img_assist|nid=1218|title=MNN @ Uptown Arts Stroll!|desc=|link=none|align=left|width=200|height=235]Check out clips from your favorite MNN Uptown producers at the Uptown Arts Stroll MircroCinema screening this Saturday June 2nd, 2-7pm.  This summer, MNN will be out in your neighborhood! Be on the lookout for MNN at these and other upcoming summer festivities:</p><p>&nbsp;</p><p><strong>June 2nd -- Uptown Arts Stroll,</strong> Culturearte, 260 Audobon Avenue 2-7pm.  Featuring clips by Alianza Dominicana, Youth Channel animations, ACDP, Chica Luna, Sister You Can Cook, and Justicia Será Servida.</p><p><strong>June 18th </strong>-- Speak Out! @ the MNN Video Booth at the LGBT Center&#39;s Garden Party, Chelsea<br /></p><p><strong>June 21st</strong> --  Le Petit Versailles Community Garden Screening, Lower East Side</p><p>&nbsp;</p><p>And mark your calendars!  MNN celebrates our 15th anniversary this September with a blow out birthday block party September 15th!</p><p>&nbsp;</p><p><em><strong>This summer, you&#39;re what&#39;s on MNN! </strong></em></p><p>&nbsp;</p>"
"Youth Channel Screening: A Video Blooms in Spanish Harlem - this Wed. June 6th 6pm";"1180990517";"1181154913";"<p> <br />[img_assist|nid=422|title=|desc=|link=none|align=left|width=96|height=100]<strong>WEDNESDAY JUNE 6TH FROM 6-8PM<br />@ the EAST HARLEM BILINGUAL HEADSTART BUILDING<br />440 E. 116TH ST. btw. FIRST &amp; PLEASANT AVE.<br />TAKE THE 6 TRAIN TO 116TH ST.</strong><br /><br />You&#39;re invited to join the MNN Youth Channel for our annual Spring Wrap Up Screening: A video blooms in Spanish Harlem! This year, we took on more trainings than ever &amp; are excited to be honoring the youth media makers &amp; organizations we have worked with over the past few months. Come check out brand new media made by young people from:<br /><br />                        ~ Region 9 City Scholars<br /><br />                        ~ Schomburg Jr. Scholars<br /><br />                        ~ Harlem RBI<br /><br />                        ~ Duncan Center Police Athletic League<br /><br />                        ~ Border Crossers<br /><br />                        ~ MS 328<br /><br />                        ~ Beginning with Children Charter School<br /><br />                        ~ YouthBridge-NY<br /><br />                        ~ Mt. Sinai SPEEK Program<br /><br />Over the last few months we&#39;ve had YC youth all around the city at the Studio Museum of Harlem, the Caribbean Cultural Center, and Def Dance Jam to name only a few! We&#39;ll be premiering a montage of the videos they produced in conjunction with these amazing cultural arts institutions. Another round of the coveted &quot;Best of YC&quot; awards will also be distributed in which the best programming to air on our channel is recognized! PLUS, we have some awesome performances in store for you featuring actress/activist Julia Ahumada Grob who&#39;s award winning performance art piece He(r)evolution has been touring around the country! Come to the screening, get your grub on (*for free*), take in some amazing acts and see what media made by youth, for youth is all about...<br /><br />For more information or to RSVP please contact:<br /><br />Mariela Rosario<br />Outreach Coordinator<br />MNN Youth Channel<br />537 W. 59th St.<br />NY, NY 10019<br />212-757-2670 ext. 330<br />212-757-1603<br />mariela@youthchannel.org<br />www.youthchannel.org<br /><br /><br /></p>"
